-6.8916073,107.6101538
-6.8916454,107.6101684
-6.8916835,107.610183
-6.8917216,107.6101976
-6.8917597,107.6102122
-6.8917978,107.6102268
-6.8918359,107.6102414
-6.891874,107.610256
-6.8919121,107.6102706
-6.8919502,107.6102852
-6.8919883,107.6102998
-6.8920264,107.6103144
-6.8920645,107.610329
-6.8921026,107.6103436
-6.8921407,107.6103582
-6.8921788,107.6103728
-6.8922169,107.6103874
-6.892255,107.610402
-6.8922931,107.6104166
-6.8923312,107.6104312
-6.8923693,107.6104458
-6.8924074,107.6104604
-6.8924455,107.610475
-6.8924836,107.6104896
-6.8925217,107.6105042
-6.8925598,107.6105188
-6.8925979,107.6105334
-6.892636,107.610548
-6.8926741,107.6105626
-6.8927122,107.6105772
-6.8927503,107.6105918
-6.8927884,107.6106064
-6.8928265,107.610621
-6.8928646,107.6106356
-6.8929027,107.6106502
-6.8929408,107.6106648
-6.8929789,107.6106794
-6.893017,107.610694
-6.8930551,107.6107086
-6.8930932,107.6107232
-6.8931313,107.6107378
-6.8931694,107.6107524
-6.8932075,107.610767
-6.8932456,107.6107816
-6.8932837,107.6107962
-6.8933218,107.6108108
-6.8933599,107.6108254
-6.893398,107.61084
-6.8934361,107.6108546
-6.8934742,107.6108692
-6.8935123,107.6108838
-6.8935504,107.6108984
-6.8935885,107.610913
-6.8936266,107.6109276
-6.8936647,107.6109422
-6.8937028,107.6109568
-6.8937409,107.6109714
-6.893779,107.610986
-6.8938171,107.6110006
-6.8938552,107.6110152
-6.8938933,107.6110298
-6.8939314,107.6110444
-6.8939695,107.611059
-6.8940076,107.6110736
-6.8940457,107.6110882
-6.8940838,107.6111028
-6.8941219,107.6111174
-6.89416,107.611132
-6.8941981,107.6111466
-6.8942362,107.6111612
-6.8942743,107.6111758
-6.8943124,107.6111904
-6.8943505,107.611205
-6.8943886,107.6112196
-6.8944267,107.6112342
-6.8944648,107.6112488
-6.8945029,107.6112634
-6.894541,107.611278
-6.8945791,107.6112926
-6.8946172,107.6113072
-6.8946553,107.6113218
-6.8946934,107.6113364
-6.8947315,107.611351
-6.8947696,107.6113656
-6.8948077,107.6113802
-6.8948458,107.6113948
-6.8948839,107.6114094
-6.894922,107.611424
-6.8949601,107.6114386
-6.8949982,107.6114532
-6.8950363,107.6114678
-6.8950744,107.6114824
-6.8951125,107.611497
-6.8951506,107.6115116
-6.8951887,107.6115262
-6.8952268,107.6115408
-6.8952649,107.6115554
-6.895303,107.61157
-6.8953411,107.6115846
-6.8953792,107.6115992
